YEAR,COUNTYFIPS,STATEFIPS,STATE,ACS_PCT_UNEMPLOY,ACS_PCT_PUBL_TRANSIT
2020,17123,17,Illinois,4.4,0.0
2020,17125,17,Illinois,6.06,0.0
2020,17127,17,Illinois,5.59,0.31
2020,17129,17,Illinois,4.87,0.0
2020,17131,17,Illinois,4.07,0.1
2020,17133,17,Illinois,2.41,0.2
2020,17135,17,Illinois,4.47,0.24
2020,17137,17,Illinois,5.52,1.42
2020,17139,17,Illinois,3.13,0.02
2020,17141,17,Illinois,6.17,0.38
2020,17143,17,Illinois,7.55,1.55
2020,17145,17,Illinois,5.72,0.66
2020,17147,17,Illinois,3.73,0.18
2020,17149,17,Illinois,5.47,0.13
2020,17151,17,Illinois,6.8,0.0
2020,17153,17,Illinois,6.53,0.6
2020,17155,17,Illinois,2.7,0.0
2020,17157,17,Illinois,4.4,0.06
2020,17159,17,Illinois,4.72,0.29
2020,17161,17,Illinois,5.76,1.61
2020,17163,17,Illinois,5.44,2.72
2020,17165,17,Illinois,7.92,0.95
2020,17167,17,Illinois,4.96,1.19
2020,17169,17,Illinois,7.17,0.0
2020,17171,17,Illinois,3.6,0.37
2020,17173,17,Illinois,3.97,0.44
2020,17175,17,Illinois,3.18,0.54
2020,17177,17,Illinois,6.76,0.77
2020,17179,17,Illinois,4.19,0.49
2020,17181,17,Illinois,5.23,0.12
2020,17183,17,Illinois,5.84,0.93
2020,17185,17,Illinois,4.39,0.0
2020,17187,17,Illinois,8.48,0.81
2020,17189,17,Illinois,5.24,0.65
2020,17191,17,Illinois,3.73,0.36
2020,17193,17,Illinois,6.03,0.36
2020,17195,17,Illinois,3.73,0.48
2020,17197,17,Illinois,4.9,3.97
2020,17199,17,Illinois,5.25,0.56
2020,17201,17,Illinois,7.78,1.05
2020,17203,17,Illinois,3.63,0.05
2020,18001,18,Indiana,3.02,0.54
2020,18003,18,Indiana,5.05,0.87
2020,18005,18,Indiana,4.4,0.32
2020,18007,18,Indiana,3.34,0.72
2020,18009,18,Indiana,6.08,0.0
2020,18011,18,Indiana,3.38,0.14
2020,18013,18,Indiana,4.21,0.09
2020,18015,18,Indiana,2.62,0.28
2020,18017,18,Indiana,4.44,0.33
2020,18019,18,Indiana,4.14,0.69
2020,18021,18,Indiana,4.62,0.1
2020,18023,18,Indiana,3.56,0.25
2020,18025,18,Indiana,2.94,0.2
2020,18027,18,Indiana,3.5,0.12
2020,18029,18,Indiana,3.43,0.29
2020,18031,18,Indiana,3.97,0.06
2020,18033,18,Indiana,3.67,0.02
2020,18035,18,Indiana,6.36,1.45
2020,18037,18,Indiana,2.22,0.0
2020,18039,18,Indiana,4.38,0.3
2020,18041,18,Indiana,4.37,0.21
2020,18043,18,Indiana,4.08,0.61
2020,18045,18,Indiana,5.44,0.56
2020,18047,18,Indiana,2.38,0.27
2020,18049,18,Indiana,6.9,0.4
2020,18051,18,Indiana,3.01,0.17
2020,18053,18,Indiana,7.29,0.18
2020,18055,18,Indiana,5.45,0.31
2020,18057,18,Indiana,2.82,0.05
2020,18059,18,Indiana,2.73,0.06
2020,18061,18,Indiana,4.99,0.04
2020,18063,18,Indiana,3.57,0.05
2020,18065,18,Indiana,4.23,0.31
2020,18067,18,Indiana,5.35,0.17
2020,18069,18,Indiana,2.45,0.13
2020,18071,18,Indiana,3.34,0.15
2020,18073,18,Indiana,4.73,0.41
2020,18075,18,Indiana,3.29,0.27
2020,18077,18,Indiana,3.38,0.12
2020,18079,18,Indiana,3.23,0.31
2020,18081,18,Indiana,3.65,0.47
2020,18083,18,Indiana,3.61,0.46
2020,18085,18,Indiana,3.61,0.21
2020,18087,18,Indiana,3.44,0.2
2020,18089,18,Indiana,7.04,2.64
2020,18091,18,Indiana,5.46,1.08
2020,18093,18,Indiana,4.2,0.08
2020,18095,18,Indiana,5.39,0.31
2020,18097,18,Indiana,5.71,1.63
2020,18099,18,Indiana,3.37,0.39
2020,18101,18,Indiana,1.58,0.0
2020,18103,18,Indiana,4.87,0.38
2020,18105,18,Indiana,6.42,3.13
2020,18107,18,Indiana,3.92,0.45
2020,18109,18,Indiana,5.2,0.37
2020,18111,18,Indiana,7.28,0.47
2020,18113,18,Indiana,3.97,0.17
2020,18115,18,Indiana,1.88,0.18
2020,18117,18,Indiana,2.81,0.08
2020,18119,18,Indiana,4.95,0.05
2020,18121,18,Indiana,4.55,0.4
2020,18123,18,Indiana,3.42,0.0
2020,18125,18,Indiana,3.1,0.44
2020,18127,18,Indiana,4.54,0.89
2020,18129,18,Indiana,3.56,0.1
2020,18131,18,Indiana,5.84,0.06
2020,18133,18,Indiana,2.29,0.03
2020,18135,18,Indiana,4.77,0.31
2020,18137,18,Indiana,4.4,0.39
2020,18139,18,Indiana,5.39,0.77
2020,18141,18,Indiana,4.9,1.38
2020,18143,18,Indiana,4.45,0.0
2020,18145,18,Indiana,3.55,0.15
2020,18147,18,Indiana,3.98,0.0
2020,18149,18,Indiana,5.63,0.32
2020,18151,18,Indiana,5.76,0.15
2020,18153,18,Indiana,4.25,0.0
2020,18155,18,Indiana,5.46,0.0
2020,18157,18,Indiana,3.96,2.96
2020,18159,18,Indiana,3.45,1.04
2020,18161,18,Indiana,2.88,0.0
2020,18163,18,Indiana,5.03,1.43
2020,18165,18,Indiana,8.02,0.87
2020,18167,18,Indiana,5.88,0.94
2020,18169,18,Indiana,4.33,0.47
2020,18171,18,Indiana,3.17,0.21
2020,18173,18,Indiana,3.5,0.27
2020,18175,18,Indiana,4.16,0.22
2020,18177,18,Indiana,4.45,0.37
2020,18179,18,Indiana,2.63,0.46
2020,18181,18,Indiana,4.47,0.14
2020,18183,18,Indiana,4.43,0.06
2020,19001,19,Iowa,5.92,0.31
2020,19003,19,Iowa,3.57,0.39
2020,19005,19,Iowa,2.81,0.06
2020,19007,19,Iowa,6.62,0.19
2020,19009,19,Iowa,1.31,0.0
2020,19011,19,Iowa,2.28,0.33
2020,19013,19,Iowa,5.34,0.52
2020,19015,19,Iowa,2.24,0.31
2020,19017,19,Iowa,3.13,0.17
2020,19019,19,Iowa,2.91,0.42
2020,19021,19,Iowa,5.89,0.33
2020,19023,19,Iowa,3.8,0.09
2020,19025,19,Iowa,2.44,0.28
2020,19027,19,Iowa,1.88,0.13
2020,19029,19,Iowa,1.87,0.49
2020,19031,19,Iowa,2.8,0.5
2020,19033,19,Iowa,3.25,0.73
2020,19035,19,Iowa,2.42,0.04
2020,19037,19,Iowa,2.19,0.12
2020,19039,19,Iowa,2.06,0.39
2020,19041,19,Iowa,4.61,0.68
2020,19043,19,Iowa,2.2,0.16
2020,19045,19,Iowa,4.37,0.25
2020,19047,19,Iowa,5.17,0.0
2020,19049,19,Iowa,3.2,0.29
2020,19051,19,Iowa,2.99,0.0
2020,19053,19,Iowa,4.02,0.09
2020,19055,19,Iowa,1.74,0.55
2020,19057,19,Iowa,4.24,0.55
2020,19059,19,Iowa,1.89,0.24
2020,19061,19,Iowa,4.07,0.93
2020,19063,19,Iowa,3.0,0.05
2020,19065,19,Iowa,2.3,0.27
2020,19067,19,Iowa,2.6,0.17
2020,19069,19,Iowa,4.49,0.44
2020,19071,19,Iowa,3.84,0.0
2020,19073,19,Iowa,4.29,0.26
2020,19075,19,Iowa,2.4,0.18
2020,19077,19,Iowa,3.8,0.26
2020,19079,19,Iowa,3.06,0.16
2020,19081,19,Iowa,2.06,0.06
2020,19083,19,Iowa,2.68,0.0
2020,19085,19,Iowa,2.49,0.19
2020,19087,19,Iowa,4.79,0.08
2020,19089,19,Iowa,2.39,0.94
2020,19091,19,Iowa,3.72,0.09
2020,19093,19,Iowa,2.26,0.0
2020,19095,19,Iowa,3.38,0.05
2020,19097,19,Iowa,5.34,0.22
2020,19099,19,Iowa,3.51,0.32
2020,19101,19,Iowa,7.32,0.06
2020,19103,19,Iowa,3.72,5.09
2020,19105,19,Iowa,4.4,0.04
2020,19107,19,Iowa,3.83,0.16
2020,19109,19,Iowa,3.69,0.48
2020,19111,19,Iowa,5.17,0.4
2020,19113,19,Iowa,3.92,0.39
2020,19115,19,Iowa,4.05,0.02
2020,19117,19,Iowa,3.33,0.0
2020,19119,19,Iowa,2.14,0.11
2020,19121,19,Iowa,2.95,0.11
2020,19123,19,Iowa,3.18,0.18
2020,19125,19,Iowa,2.52,0.4
2020,19127,19,Iowa,5.21,0.08
2020,19129,19,Iowa,3.99,0.78
2020,19131,19,Iowa,1.48,0.04
2020,19133,19,Iowa,2.36,0.4
2020,19135,19,Iowa,4.93,0.0
2020,19137,19,Iowa,3.35,0.54
2020,19139,19,Iowa,3.33,0.65
2020,19141,19,Iowa,1.79,1.78
2020,19143,19,Iowa,3.02,0.28
2020,19145,19,Iowa,5.14,0.03
2020,19147,19,Iowa,1.81,0.54
2020,19149,19,Iowa,2.08,0.19
2020,19151,19,Iowa,4.04,0.03
2020,19153,19,Iowa,4.57,1.27
2020,19155,19,Iowa,4.23,0.48
2020,19157,19,Iowa,5.01,0.05
2020,19159,19,Iowa,3.04,0.3
2020,19161,19,Iowa,2.78,0.13
2020,19163,19,Iowa,3.98,0.54
2020,19165,19,Iowa,3.46,0.28
2020,19167,19,Iowa,2.19,0.31
2020,19169,19,Iowa,5.69,5.94
2020,19171,19,Iowa,3.98,0.37
2020,19173,19,Iowa,2.72,0.89
2020,19175,19,Iowa,4.76,0.31
2020,19177,19,Iowa,4.71,1.04
2020,19179,19,Iowa,5.1,0.7
2020,19181,19,Iowa,3.31,0.18
2020,19183,19,Iowa,2.82,0.15
2020,19185,19,Iowa,1.36,0.49
2020,19187,19,Iowa,3.14,0.48
2020,19189,19,Iowa,3.09,0.59
2020,19191,19,Iowa,2.08,0.12
2020,19193,19,Iowa,4.66,1.17
2020,19195,19,Iowa,3.37,0.16
2020,19197,19,Iowa,2.77,0.12
2020,20001,20,Kansas,4.23,0.94
2020,20003,20,Kansas,4.79,0.0
2020,20005,20,Kansas,3.84,0.04
2020,20007,20,Kansas,2.55,0.34
2020,20009,20,Kansas,3.42,0.67
2020,20011,20,Kansas,3.49,0.02
2020,20013,20,Kansas,4.65,0.02
2020,20015,20,Kansas,4.18,0.24
2020,20017,20,Kansas,3.17,0.0
2020,20019,20,Kansas,6.4,0.0
2020,20021,20,Kansas,2.3,0.0
2020,20023,20,Kansas,2.19,0.0
2020,20025,20,Kansas,1.52,0.0
2020,20027,20,Kansas,2.57,0.0
2020,20029,20,Kansas,3.17,0.12
2020,20031,20,Kansas,4.72,0.38
2020,20033,20,Kansas,3.05,0.0
2020,20035,20,Kansas,5.06,0.09
2020,20037,20,Kansas,5.16,0.01
2020,20039,20,Kansas,3.87,0.0
2020,20041,20,Kansas,2.88,0.46
2020,20043,20,Kansas,1.25,0.98
2020,20045,20,Kansas,4.33,2.13
2020,20047,20,Kansas,1.87,0.0
2020,20049,20,Kansas,5.95,0.0
2020,20051,20,Kansas,3.39,0.05
2020,20053,20,Kansas,1.75,0.28
2020,20055,20,Kansas,4.18,0.43
2020,20057,20,Kansas,4.68,0.18
2020,20059,20,Kansas,3.07,0.12
2020,20061,20,Kansas,3.88,0.24
2020,20063,20,Kansas,2.89,0.0
2020,20065,20,Kansas,4.07,0.09
2020,20067,20,Kansas,6.08,0.41
2020,20069,20,Kansas,2.32,0.0
2020,20071,20,Kansas,0.0,0.0
2020,20073,20,Kansas,2.27,0.29
2020,20075,20,Kansas,0.0,0.0
2020,20077,20,Kansas,4.87,0.0
2020,20079,20,Kansas,3.47,0.03
2020,20081,20,Kansas,2.51,0.0
2020,20083,20,Kansas,3.36,0.0
2020,20085,20,Kansas,4.17,0.27
2020,20087,20,Kansas,3.49,0.0
2020,20089,20,Kansas,1.36,0.69
2020,20091,20,Kansas,3.15,0.26
2020,20093,20,Kansas,1.58,0.0
2020,20095,20,Kansas,3.88,0.03
2020,20097,20,Kansas,2.81,0.19
2020,20099,20,Kansas,2.89,0.21
2020,20101,20,Kansas,2.45,0.0
2020,20103,20,Kansas,5.69,0.33
2020,20105,20,Kansas,1.75,0.0
2020,20107,20,Kansas,4.9,0.48
2020,20109,20,Kansas,0.64,0.0
2020,20111,20,Kansas,4.02,0.35
2020,20113,20,Kansas,1.34,0.03
2020,20115,20,Kansas,4.03,0.1
2020,20117,20,Kansas,2.56,0.11
2020,20119,20,Kansas,2.26,0.0
2020,20121,20,Kansas,1.82,0.11
2020,20123,20,Kansas,2.84,0.0
2020,20125,20,Kansas,5.19,0.0
2020,20127,20,Kansas,2.72,0.23
2020,20129,20,Kansas,1.43,0.0
2020,20131,20,Kansas,1.96,0.71
2020,20133,20,Kansas,3.55,0.01
2020,20135,20,Kansas,1.31,0.08
2020,20137,20,Kansas,3.16,0.38
2020,20139,20,Kansas,4.13,0.06
2020,20141,20,Kansas,1.96,0.25
2020,20143,20,Kansas,2.35,0.93
2020,20145,20,Kansas,1.79,0.0
2020,20147,20,Kansas,2.45,0.0
2020,20149,20,Kansas,2.22,0.02
2020,20151,20,Kansas,3.34,0.29
2020,20153,20,Kansas,0.81,0.7
2020,20155,20,Kansas,4.35,0.27
2020,20157,20,Kansas,1.02,0.19
2020,20159,20,Kansas,4.55,0.34
2020,20161,20,Kansas,5.04,0.24
2020,20163,20,Kansas,2.18,0.0
2020,20165,20,Kansas,3.59,0.45
2020,20167,20,Kansas,4.38,0.14
2020,20169,20,Kansas,3.97,0.47
2020,20171,20,Kansas,0.84,0.89
2020,20173,20,Kansas,5.19,0.53
2020,20175,20,Kansas,3.6,0.15
2020,20177,20,Kansas,4.12,1.15
2020,20179,20,Kansas,2.36,0.0
2020,20181,20,Kansas,5.38,0.0
2020,20183,20,Kansas,2.69,0.06
2020,20185,20,Kansas,4.4,0.05
2020,20187,20,Kansas,2.18,0.0
2020,20189,20,Kansas,6.76,0.0
2020,20191,20,Kansas,5.14,0.0
2020,20193,20,Kansas,1.27,0.0
2020,20195,20,Kansas,2.11,0.07
2020,20197,20,Kansas,2.02,0.03
2020,20199,20,Kansas,0.42,0.33
2020,20201,20,Kansas,1.67,0.04
2020,20203,20,Kansas,3.95,0.0
2020,20205,20,Kansas,4.47,0.46
2020,20207,20,Kansas,8.36,0.0
2020,20209,20,Kansas,6.3,0.9
2020,21001,21,Kentucky,7.1,0.0
2020,21003,21,Kentucky,5.76,0.67
2020,21005,21,Kentucky,6.05,0.06
2020,21007,21,Kentucky,5.5,0.26
2020,21009,21,Kentucky,6.73,0.29
2020,21011,21,Kentucky,3.48,0.0
2020,21013,21,Kentucky,9.63,0.09
2020,21015,21,Kentucky,3.55,0.75
2020,21017,21,Kentucky,5.56,0.33
2020,21019,21,Kentucky,7.89,0.12
2020,21021,21,Kentucky,5.84,0.38
2020,21023,21,Kentucky,4.77,0.24
2020,21025,21,Kentucky,9.13,0.0
2020,21027,21,Kentucky,7.82,0.86
2020,21029,21,Kentucky,5.03,0.09
2020,21031,21,Kentucky,7.39,0.73
2020,21033,21,Kentucky,6.23,0.02
2020,21035,21,Kentucky,4.26,0.2
2020,21037,21,Kentucky,4.25,1.36
2020,21039,21,Kentucky,4.68,0.61
2020,21041,21,Kentucky,10.19,0.02
2020,21043,21,Kentucky,5.1,0.0
2020,21045,21,Kentucky,8.4,0.49
2020,21047,21,Kentucky,7.68,0.49
2020,21049,21,Kentucky,5.0,0.05
2020,21051,21,Kentucky,9.5,0.17
2020,21053,21,Kentucky,6.76,0.06
2020,21055,21,Kentucky,2.91,0.62
2020,21057,21,Kentucky,4.23,0.4
2020,21059,21,Kentucky,4.36,0.5
2020,21061,21,Kentucky,8.58,0.0
2020,21063,21,Kentucky,1.84,0.35
2020,21065,21,Kentucky,10.07,0.0
2020,21067,21,Kentucky,5.23,1.92
2020,21069,21,Kentucky,8.4,0.19
2020,21071,21,Kentucky,9.27,0.36
2020,21073,21,Kentucky,4.83,0.46
2020,21075,21,Kentucky,5.86,0.63
2020,21077,21,Kentucky,5.88,0.03
2020,21079,21,Kentucky,5.27,0.1
2020,21081,21,Kentucky,4.85,0.0
2020,21083,21,Kentucky,5.22,0.28
2020,21085,21,Kentucky,3.52,0.13
2020,21087,21,Kentucky,5.4,1.74
2020,21089,21,Kentucky,5.47,0.08
2020,21091,21,Kentucky,5.05,0.44
2020,21093,21,Kentucky,6.67,0.31
2020,21095,21,Kentucky,12.53,0.49
2020,21097,21,Kentucky,3.92,0.0
2020,21099,21,Kentucky,4.02,0.26
2020,21101,21,Kentucky,3.85,0.2
2020,21103,21,Kentucky,4.72,0.0
2020,21105,21,Kentucky,6.44,3.38
2020,21107,21,Kentucky,6.44,0.29
2020,21109,21,Kentucky,6.3,1.23
2020,21111,21,Kentucky,5.31,2.75
2020,21113,21,Kentucky,4.87,0.08
2020,21115,21,Kentucky,8.9,0.19
2020,21117,21,Kentucky,3.92,1.98
2020,21119,21,Kentucky,9.98,0.63
2020,21121,21,Kentucky,6.32,0.0
2020,21123,21,Kentucky,2.39,0.0
2020,21125,21,Kentucky,4.97,0.08
2020,21127,21,Kentucky,5.83,0.57
2020,21129,21,Kentucky,10.14,0.0
2020,21131,21,Kentucky,5.66,0.0
2020,21133,21,Kentucky,9.08,1.02
2020,21135,21,Kentucky,6.44,0.0
2020,21137,21,Kentucky,7.36,0.52
2020,21139,21,Kentucky,5.84,0.62
2020,21141,21,Kentucky,4.71,0.22
2020,21143,21,Kentucky,3.2,0.0
2020,21145,21,Kentucky,3.53,0.53
2020,21147,21,Kentucky,7.72,0.0
2020,21149,21,Kentucky,5.65,0.0
2020,21151,21,Kentucky,6.53,0.16
2020,21153,21,Kentucky,12.18,0.52
2020,21155,21,Kentucky,7.89,0.07
2020,21157,21,Kentucky,3.6,0.02
2020,21159,21,Kentucky,6.33,0.0
2020,21161,21,Kentucky,4.22,0.33
2020,21163,21,Kentucky,5.19,0.39
2020,21165,21,Kentucky,4.59,0.0
2020,21167,21,Kentucky,6.03,0.22
2020,21169,21,Kentucky,3.09,0.0
2020,21171,21,Kentucky,3.51,0.53
2020,21173,21,Kentucky,5.32,0.0
2020,21175,21,Kentucky,5.44,0.27
2020,21177,21,Kentucky,4.97,0.03
2020,21179,21,Kentucky,3.33,0.0
2020,21181,21,Kentucky,4.98,0.47
2020,21183,21,Kentucky,5.47,0.0
2020,21185,21,Kentucky,3.63,0.2
2020,21187,21,Kentucky,3.95,0.0
2020,21189,21,Kentucky,11.0,0.0
2020,21191,21,Kentucky,3.98,0.69
2020,21193,21,Kentucky,9.32,0.09
2020,21195,21,Kentucky,7.97,0.32
2020,21197,21,Kentucky,5.94,0.15
2020,21199,21,Kentucky,6.05,0.35
2020,21201,21,Kentucky,7.71,0.0
2020,21203,21,Kentucky,8.88,0.0
2020,21205,21,Kentucky,3.91,0.58
2020,21207,21,Kentucky,6.41,0.38
2020,21209,21,Kentucky,3.28,0.05
2020,21211,21,Kentucky,3.8,1.23
2020,21213,21,Kentucky,5.86,0.0
2020,21215,21,Kentucky,4.76,0.08
2020,21217,21,Kentucky,4.87,0.0
2020,21219,21,Kentucky,5.58,0.0
2020,21221,21,Kentucky,7.92,0.0
2020,21223,21,Kentucky,9.91,0.0
2020,21225,21,Kentucky,5.1,0.0
2020,21227,21,Kentucky,4.82,0.11
2020,21229,21,Kentucky,4.54,0.21
2020,21231,21,Kentucky,5.71,0.94
2020,21233,21,Kentucky,4.38,0.04
2020,21235,21,Kentucky,6.57,0.21
2020,21237,21,Kentucky,25.43,0.0
2020,21239,21,Kentucky,3.29,0.25
2020,22001,22,Louisiana,9.65,0.15
2020,22003,22,Louisiana,8.74,0.4
2020,22005,22,Louisiana,6.02,0.09
2020,22007,22,Louisiana,5.12,0.47
2020,22009,22,Louisiana,6.35,0.09
2020,22011,22,Louisiana,7.85,0.08
2020,22013,22,Louisiana,5.31,0.02
2020,22015,22,Louisiana,5.37,1.09
2020,22017,22,Louisiana,6.88,1.35
2020,22019,22,Louisiana,5.85,0.35
2020,22021,22,Louisiana,9.4,0.0
2020,22023,22,Louisiana,1.91,0.0
2020,22025,22,Louisiana,7.74,0.0
2020,22027,22,Louisiana,4.02,0.0
2020,22029,22,Louisiana,9.18,0.0
2020,22031,22,Louisiana,9.12,1.46
2020,22033,22,Louisiana,6.58,1.22
2020,22035,22,Louisiana,6.39,0.0
2020,22037,22,Louisiana,6.73,0.17
2020,22039,22,Louisiana,13.32,0.81
2020,22041,22,Louisiana,8.25,0.68
2020,22043,22,Louisiana,4.1,0.15
2020,22045,22,Louisiana,8.71,0.26
2020,22047,22,Louisiana,9.61,0.52
2020,22049,22,Louisiana,4.39,0.17
2020,22051,22,Louisiana,5.38,0.93
2020,22053,22,Louisiana,7.42,0.32
2020,22055,22,Louisiana,5.07,0.85
2020,22057,22,Louisiana,7.01,0.73
2020,22059,22,Louisiana,4.43,0.65
2020,22061,22,Louisiana,4.68,0.0
2020,22063,22,Louisiana,5.15,0.12
2020,22065,22,Louisiana,9.81,0.06
2020,22067,22,Louisiana,5.77,0.12
2020,22069,22,Louisiana,13.09,0.58
2020,22071,22,Louisiana,8.54,6.2
2020,22073,22,Louisiana,5.44,1.2
2020,22075,22,Louisiana,3.24,0.0
2020,22077,22,Louisiana,5.44,1.04
2020,22079,22,Louisiana,5.83,1.96
2020,22081,22,Louisiana,4.21,0.0
2020,22083,22,Louisiana,6.57,0.74
2020,22085,22,Louisiana,8.63,0.13
2020,22087,22,Louisiana,8.97,1.08
2020,22089,22,Louisiana,6.07,0.16
2020,22091,22,Louisiana,17.33,0.0
2020,22093,22,Louisiana,4.89,1.36
2020,22095,22,Louisiana,8.53,0.2
2020,22097,22,Louisiana,5.2,0.25
2020,22099,22,Louisiana,7.3,0.24
2020,22101,22,Louisiana,6.72,0.06
2020,22103,22,Louisiana,5.34,0.15
2020,22105,22,Louisiana,7.1,0.17
2020,22107,22,Louisiana,14.34,0.0
2020,22109,22,Louisiana,6.33,0.49
2020,22111,22,Louisiana,4.04,0.38
2020,22113,22,Louisiana,7.36,0.01
2020,22115,22,Louisiana,7.53,0.01
2020,22117,22,Louisiana,9.45,0.17
2020,22119,22,Louisiana,4.88,0.38
2020,22121,22,Louisiana,7.92,0.23
2020,22123,22,Louisiana,7.28,0.0
2020,22125,22,Louisiana,8.26,0.58
2020,22127,22,Louisiana,5.65,0.59
2020,23001,23,Maine,4.52,0.15
2020,23003,23,Maine,4.89,0.09
2020,23005,23,Maine,3.22,1.29
2020,23007,23,Maine,4.76,0.03
2020,23009,23,Maine,3.58,0.67
2020,23011,23,Maine,3.72,0.1
2020,23013,23,Maine,3.5,0.34
2020,23015,23,Maine,3.85,0.14
2020,23017,23,Maine,6.1,0.32
2020,23019,23,Maine,4.64,0.45
2020,23021,23,Maine,5.5,0.03
2020,23023,23,Maine,3.88,0.26
2020,23025,23,Maine,4.74,0.07
2020,23027,23,Maine,4.78,0.61
2020,23029,23,Maine,7.11,0.16
2020,23031,23,Maine,3.49,0.77
2020,24001,24,Maryland,7.46,0.61
2020,24003,24,Maryland,4.25,3.63
2020,24005,24,Maryland,5.04,4.61
2020,24009,24,Maryland,3.8,2.83
2020,24011,24,Maryland,4.86,0.76
2020,24013,24,Maryland,3.44,0.69
2020,24015,24,Maryland,5.21,1.09
2020,24017,24,Maryland,4.37,5.74
2020,24019,24,Maryland,7.25,0.7
2020,24021,24,Maryland,4.08,2.28
2020,24023,24,Maryland,4.15,0.83
2020,24025,24,Maryland,4.15,1.15
2020,24027,24,Maryland,3.87,3.6
2020,24029,24,Maryland,3.31,1.29
2020,24031,24,Maryland,4.64,14.72
2020,24033,24,Maryland,6.38,13.98
2020,24035,24,Maryland,3.12,1.56
2020,24037,24,Maryland,3.49,1.64
2020,24039,24,Maryland,9.23,0.73
2020,24041,24,Maryland,2.92,1.33
2020,24043,24,Maryland,5.49,1.6
2020,24045,24,Maryland,7.9,0.74
2020,24047,24,Maryland,5.89,2.7
2020,24510,24,Maryland,7.56,17.36
2020,25001,25,Massachusetts,4.05,1.4
2020,25003,25,Massachusetts,5.14,1.14
2020,25005,25,Massachusetts,5.43,2.69
2020,25007,25,Massachusetts,5.06,1.43
2020,25009,25,Massachusetts,5.2,5.64
2020,25011,25,Massachusetts,5.42,1.52
2020,25013,25,Massachusetts,6.2,1.98
2020,25015,25,Massachusetts,5.62,3.44
2020,25017,25,Massachusetts,4.18,12.71
2020,25019,25,Massachusetts,5.84,1.27
2020,25021,25,Massachusetts,4.46,14.93
2020,25023,25,Massachusetts,5.09,5.65
2020,25025,25,Massachusetts,6.83,32.19
2020,25027,25,Massachusetts,4.84,2.03
2020,26001,26,Michigan,6.07,0.0
2020,26003,26,Michigan,4.7,1.13
2020,26005,26,Michigan,3.4,0.4
2020,26007,26,Michigan,7.48,0.74
2020,26009,26,Michigan,4.24,0.44
2020,26011,26,Michigan,6.76,0.36
2020,26013,26,Michigan,4.11,0.03
2020,26015,26,Michigan,5.31,0.25
2020,26017,26,Michigan,5.92,0.58
2020,26019,26,Michigan,4.89,0.99
2020,26021,26,Michigan,6.17,0.67
2020,26023,26,Michigan,5.16,0.21
2020,26025,26,Michigan,6.39,1.13
2020,26027,26,Michigan,5.79,0.06
2020,26029,26,Michigan,4.82,0.91
2020,26031,26,Michigan,7.42,0.7
2020,26033,26,Michigan,8.99,0.4
2020,26035,26,Michigan,10.03,1.13
2020,26037,26,Michigan,3.42,0.9
2020,26039,26,Michigan,7.42,0.57
2020,26041,26,Michigan,5.11,1.02
2020,26043,26,Michigan,3.82,0.1
2020,26045,26,Michigan,4.6,0.72
2020,26047,26,Michigan,3.98,0.3
2020,26049,26,Michigan,8.94,1.53
2020,26051,26,Michigan,6.22,0.61
2020,26053,26,Michigan,4.49,0.4
2020,26055,26,Michigan,3.8,1.32
2020,26057,26,Michigan,4.81,0.51
2020,26059,26,Michigan,4.07,0.25
2020,26061,26,Michigan,5.86,0.07
2020,26063,26,Michigan,5.06,0.76
2020,26065,26,Michigan,6.75,3.5
2020,26067,26,Michigan,5.1,0.71
2020,26069,26,Michigan,7.44,0.14
2020,26071,26,Michigan,5.16,0.1
2020,26073,26,Michigan,7.28,0.84
2020,26075,26,Michigan,6.28,0.4
2020,26077,26,Michigan,6.23,1.77
2020,26079,26,Michigan,5.92,0.06
2020,26081,26,Michigan,4.6,2.04
2020,26083,26,Michigan,5.61,0.14
2020,26085,26,Michigan,5.8,0.41
2020,26087,26,Michigan,5.88,0.77
2020,26089,26,Michigan,4.15,0.26
2020,26091,26,Michigan,4.84,0.33
2020,26093,26,Michigan,3.85,0.24
2020,26095,26,Michigan,6.64,0.0
2020,26097,26,Michigan,9.22,1.79
2020,26099,26,Michigan,5.59,0.77
2020,26101,26,Michigan,7.3,1.29
2020,26103,26,Michigan,5.83,0.45
2020,26105,26,Michigan,4.52,0.13
2020,26107,26,Michigan,6.2,0.36
2020,26109,26,Michigan,5.37,0.09
2020,26111,26,Michigan,4.47,0.81
2020,26113,26,Michigan,7.85,0.15
2020,26115,26,Michigan,4.95,0.24
2020,26117,26,Michigan,4.05,0.16
2020,26119,26,Michigan,7.16,0.1
2020,26121,26,Michigan,7.21,0.32
2020,26123,26,Michigan,5.21,0.39
2020,26125,26,Michigan,4.66,0.48
2020,26127,26,Michigan,5.97,0.71
2020,26129,26,Michigan,8.02,0.14
2020,26131,26,Michigan,5.93,0.49
2020,26133,26,Michigan,7.61,0.47
2020,26135,26,Michigan,9.33,0.12
2020,26137,26,Michigan,5.66,0.13
2020,26139,26,Michigan,4.03,0.79
2020,26141,26,Michigan,6.38,0.07
2020,26143,26,Michigan,8.36,0.63
2020,26145,26,Michigan,6.52,0.44
2020,26147,26,Michigan,6.63,0.71
2020,26149,26,Michigan,4.21,0.61
2020,26151,26,Michigan,6.08,0.34
2020,26153,26,Michigan,7.43,0.51
2020,26155,26,Michigan,3.95,0.18
2020,26157,26,Michigan,6.63,0.19
